lat,lon,elv,distance
51.033262,-115.041444,1381.6,0.00453056768558952
51.033267,-115.041562,1381.6,0.00906113537117904
51.033265,-115.041594,1381.6,0.01359170305676856
51.033255,-115.041667,1381.6,0.01812227074235808
51.033251,-115.041703,1381.6,0.022652838427947602
51.033243,-115.041787,1381.6,0.027183406113537124
51.033237,-115.041825,1381.6,0.031713973799126646
51.033215,-115.041908,1381.6,0.03624454148471617
51.03321,-115.041947,1381.5,0.04077510917030569
51.033201,-115.042019,1381.5,0.04530567685589521
51.033199,-115.042067,1381.5,0.049836244541484734
51.0332,-115.042117,1381.5,0.054366812227074256
51.033186,-115.042189,1381.5,0.05889737991266378
51.033172,-115.042275,1381.5,0.06342794759825329
51.033159,-115.042338,1381.4,0.06795851528384281
51.033148,-115.042374,1381.4,0.07248908296943232
51.033145,-115.042408,1381.4,0.07701965065502184
51.033143,-115.042507,1381.4,0.08155021834061135
51.033119,-115.042584,1381.4,0.08608078602620087
51.033107,-115.042611,1381.4,0.09061135371179038
51.033071,-115.042683,1381.4,0.0951419213973799
51.033059,-115.042712,1381.4,0.09967248908296941
51.033049,-115.042749,1381.3,0.10420305676855893
51.033045,-115.042832,1381.3,0.10873362445414844
51.033032,-115.042866,1381.3,0.11326419213973796
51.033015,-115.042956,1381.3,0.11779475982532747
51.032997,-115.043015,1381.3,0.12232532751091699
51.032978,-115.043119,1381.3,0.1268558951965065
51.032976,-115.043143,1381.3,0.13138646288209602
51.032958,-115.043225,1381.3,0.13591703056768553
51.032943,-115.043277,1381.2,0.14044759825327505
51.032934,-115.043322,1381.2,0.14497816593886456
51.032932,-115.043386,1381.2,0.14950873362445408
51.032912,-115.043466,1381.2,0.1540393013100436
51.0329,-115.043499,1381.2,0.1585698689956331
51.032874,-115.043561,1381.2,0.16310043668122262
51.032859,-115.043641,1381.2,0.16763100436681214
51.032846,-115.043688,1381.2,0.17216157205240165
51.032834,-115.043735,1381.2,0.17669213973799117
51.032828,-115.043769,1381.2,0.18122270742358068
51.032816,-115.043817,1381.2,0.1857532751091702
51.032808,-115.043856,1381.2,0.1902838427947597
51.03278,-115.043933,1381.1,0.19481441048034923
51.032772,-115.043998,1381.1,0.19934497816593874
51.032761,-115.04404,1381.1,0.20387554585152826
51.032725,-115.044127,1381.0,0.20840611353711777
51.032719,-115.044152,1381.0,0.21293668122270729
51.032696,-115.044222,1381.0,0.2174672489082968
51.032671,-115.044292,1381.0,0.22199781659388632
51.032661,-115.044393,1381.0,0.22652838427947583
51.032653,-115.044435,1381.0,0.23105895196506535
51.032638,-115.044483,1381.0,0.23558951965065486
51.03263,-115.044513,1381.0,0.24012008733624438
51.032617,-115.044557,1381.0,0.2446506550218339
51.032635,-115.044623,1381.0,0.2491812227074234
51.032616,-115.04467,1381.0,0.25371179039301295
51.032594,-115.044751,1381.0,0.25824235807860246
51.032579,-115.044788,1381.0,0.262772925764192
51.032576,-115.044812,1381.0,0.2673034934497815
51.032558,-115.044898,1381.0,0.271834061135371
51.032542,-115.044975,1381.0,0.2763646288209605
51.032539,-115.045044,1381.0,0.28089519650655004
51.032534,-115.045104,1381.0,0.28542576419213955
51.032535,-115.045224,1381.1,0.28995633187772907
51.032518,-115.045279,1381.1,0.2944868995633186
51.032521,-115.045314,1381.1,0.2990174672489081
51.032502,-115.045392,1381.1,0.3035480349344976
51.0325,-115.045438,1381.1,0.3080786026200871
51.0325,-115.045538,1381.1,0.31260917030567664
51.032498,-115.045603,1381.1,0.31713973799126616
51.032504,-115.045639,1381.1,0.3216703056768557
51.032504,-115.045687,1381.1,0.3262008733624452
51.032507,-115.045717,1381.1,0.3307314410480347
51.032506,-115.045818,1381.1,0.3352620087336242
51.032507,-115.045867,1381.1,0.33979257641921373
51.032507,-115.045958,1381.2,0.34432314410480325
51.032507,-115.046045,1381.2,0.34885371179039276
51.032505,-115.046148,1381.3,0.3533842794759823
51.032515,-115.046202,1381.3,0.3579148471615718
51.032523,-115.046246,1381.3,0.3624454148471613
51.032525,-115.046292,1381.3,0.3669759825327508
51.032532,-115.046389,1381.3,0.37150655021834034
51.03254,-115.046425,1381.3,0.37603711790392985
51.032547,-115.046475,1381.3,0.38056768558951937
51.032556,-115.046526,1381.3,0.3850982532751089
51.032584,-115.046616,1381.3,0.3896288209606984
51.032595,-115.046637,1381.3,0.3941593886462879
51.032645,-115.046737,1381.3,0.3986899563318774
51.032661,-115.046755,1381.3,0.40322052401746694
51.032683,-115.04679,1381.3,0.40775109170305646
51.032698,-115.046811,1381.3,0.41228165938864597
51.03273,-115.046836,1381.2,0.4168122270742355
51.032785,-115.04688,1381.2,0.421342794759825
51.032807,-115.046895,1381.2,0.4258733624454145
51.03284,-115.046911,1381.1,0.43040393013100403
51.032898,-115.046958,1381.0,0.43493449781659355
51.032936,-115.046983,1381.0,0.43946506550218306
51.032957,-115.047003,1381.0,0.4439956331877726
51.032984,-115.047032,1381.0,0.4485262008733621
51.03304,-115.047065,1381.1,0.4530567685589516
51.033066,-115.047073,1381.1,0.4575873362445411
51.0331,-115.047113,1381.1,0.46211790393013064
51.03312,-115.047131,1381.1,0.46664847161572015
51.033154,-115.047188,1381.1,0.47117903930130967
51.03321,-115.047226,1381.1,0.4757096069868992
51.033227,-115.047247,1381.1,0.4802401746724887
51.033251,-115.047276,1381.1,0.4847707423580782
51.033304,-115.047308,1381.1,0.4893013100436677
51.033346,-115.047346,1381.1,0.49383187772925724
51.033373,-115.047358,1381.0,0.49836244541484676
51.0334,-115.047396,1381.0,0.5028930131004363
