elv,distance,id
1346.2,0.0005497526113249038,jura
1346.3,0.0010995052226498076,jura
1346.3,0.0016492578339747114,jura
1346.3,0.002199010445299616,jura
1346.4,0.0027487630566245197,jura
1346.4,0.0032985156679494225,jura
1346.5,0.0038482682792743256,jura
1346.5,0.00439802089059923,jura
1346.5,0.004947773501924132,jura
1346.5,0.005497526113249037,jura
1346.6,0.0060472787245739405,jura
1346.6,0.006597031335898844,jura
1346.6,0.0071467839472237485,jura
1346.7,0.007696536558548651,jura
1346.7,0.008246289169873555,jura
1346.7,0.00879604178119846,jura
1346.8,0.009345794392523364,jura
1346.8,0.009895547003848268,jura
1346.8,0.010445299615173173,jura
1346.9,0.010995052226498077,jura
1346.9,0.011544804837822982,jura
1346.9,0.012094557449147886,jura
1346.9,0.01264431006047279,jura
1346.9,0.013194062671797695,jura
1346.9,0.0137438152831226,jura
1347.0,0.014293567894447504,jura
1347.0,0.01484332050577241,jura
1347.0,0.015393073117097313,jura
1347.1,0.015942825728422216,jura
1347.1,0.01649257833974712,jura
1347.1,0.017042330951072025,jura
1347.2,0.017592083562396933,jura
1347.2,0.01814183617372184,jura
1347.2,0.018691588785046738,jura
1347.3,0.01924134139637164,jura
1347.3,0.019791094007696547,jura
1347.3,0.02034084661902145,jura
1347.3,0.02089059923034636,jura
1347.3,0.02144035184167126,jura
1347.4,0.021990104452996158,jura
1347.4,0.02253985706432107,jura
1347.4,0.02308960967564597,jura
1347.5,0.02363936228697088,jura
1347.5,0.024189114898295783,jura
1347.5,0.024738867509620687,jura
1347.6,0.02528862012094559,jura
1347.6,0.025838372732270496,jura
1347.6,0.0263881253435954,jura
1347.7,0.0269378779549203,jura
1347.7,0.02748763056624521,jura
1347.7,0.028037383177570114,jura
1347.7,0.02858713578889502,jura
1347.8,0.029136888400219926,jura
1347.8,0.029686641011544824,jura
1347.8,0.030236393622869725,jura
1347.8,0.030786146234194636,jura
1347.8,0.03133589884551954,jura
1347.9,0.03188565145684444,jura
1347.9,0.03243540406816934,jura
1347.9,0.03298515667949424,jura
1348.0,0.033534909290819134,jura
1348.0,0.034084661902144035,jura
1348.0,0.034634414513468936,jura
1348.0,0.035184167124793844,jura
1348.0,0.035733919736118745,jura
1348.0,0.03628367234744365,jura
1348.1,0.03683342495876855,jura
1348.1,0.03738317757009345,jura
1348.1,0.03793293018141835,jura
1348.1,0.03848268279274325,jura
1348.1,0.03903243540406815,jura
1348.2,0.03958218801539305,jura
1348.2,0.04013194062671795,jura
1348.2,0.04068169323804285,jura
1348.2,0.04123144584936776,jura
1348.2,0.041781198460692656,jura
1348.3,0.04233095107201757,jura
1348.3,0.04288070368334247,jura
1348.3,0.04343045629466736,jura
1348.3,0.04398020890599226,jura
1348.4,0.04452996151731716,jura
1348.4,0.04507971412864206,jura
1348.4,0.04562946673996696,jura
1348.4,0.046179219351291864,jura
1348.5,0.04672897196261677,jura
1348.5,0.047278724573941666,jura
1348.5,0.04782847718526657,jura
1348.5,0.04837822979659147,jura
1348.6,0.04892798240791637,jura
1348.6,0.04947773501924127,jura
1348.6,0.05002748763056617,jura
1348.6,0.05057724024189107,jura
1348.6,0.051126992853215966,jura
1348.7,0.05167674546454088,jura
1348.7,0.052226498075865775,jura
1348.7,0.05277625068719068,jura
1348.7,0.053326003298515584,jura
1348.7,0.05387575590984048,jura
1348.8,0.05442550852116538,jura
1348.8,0.05497526113249028,jura
1348.8,0.05552501374381518,jura
1348.9,0.05607476635514008,jura
1348.9,0.056624518966464976,jura
1348.9,0.057174271577789884,jura
1349.0,0.057724024189114785,jura
1349.0,0.058273776800439686,jura
1349.0,0.05882352941176459,jura
1349.0,0.05937328202308949,jura
1349.0,0.05992303463441439,jura
1349.0,0.06047278724573929,jura
1349.1,0.06102253985706418,jura
1349.1,0.061572292468389085,jura
1349.1,0.062122045079713986,jura
1349.1,0.0626717976910389,jura
1349.2,0.0632215503023638,jura
1349.2,0.06377130291368871,jura
1349.2,0.06432105552501363,jura
1349.3,0.06487080813633853,jura
1349.3,0.06542056074766342,jura
1349.3,0.06597031335898834,jura
1349.3,0.06652006597031325,jura
1349.4,0.06706981858163816,jura
1349.4,0.06761957119296308,jura
1349.4,0.06816932380428797,jura
1349.5,0.06871907641561288,jura
1349.5,0.06926882902693779,jura
1349.5,0.0698185816382627,jura
1349.5,0.0703683342495876,jura
1349.6,0.07091808686091251,jura
1349.6,0.07146783947223742,jura
1349.6,0.07201759208356233,jura
1349.6,0.07256734469488724,jura
1349.7,0.07311709730621213,jura
1349.7,0.07366684991753705,jura
1349.7,0.07421660252886196,jura
1349.7,0.07476635514018687,jura
1349.7,0.07531610775151178,jura
1349.7,0.07586586036283667,jura
1349.8,0.07641561297416159,jura
1349.8,0.0769653655854865,jura
1349.9,0.07751511819681141,jura
1349.9,0.07806487080813633,jura
1349.9,0.07861462341946122,jura
1349.9,0.07916437603078612,jura
1350.0,0.07971412864211104,jura
1350.0,0.08026388125343595,jura
1350.0,0.08081363386476086,jura
1350.0,0.08136338647608576,jura
1350.1,0.08191313908741067,jura
1350.1,0.08246289169873558,jura
1350.1,0.08301264431006049,jura
1350.2,0.0835623969213854,jura
1350.2,0.0841121495327103,jura
1350.2,0.08466190214403521,jura
1350.2,0.08521165475536012,jura
1350.2,0.08576140736668503,jura
1350.3,0.08631115997800994,jura
1350.3,0.08686091258933484,jura
1350.3,0.08741066520065975,jura
1350.3,0.08796041781198466,jura
1350.3,0.08851017042330958,jura
1350.4,0.08905992303463448,jura
1350.4,0.08960967564595937,jura
1350.4,0.09015942825728428,jura
1350.4,0.0907091808686092,jura
1350.4,0.0912589334799341,jura
1350.5,0.09180868609125901,jura
1350.5,0.09235843870258392,jura
1350.6,0.09290819131390883,jura
1350.6,0.09345794392523374,jura
1350.6,0.09400769653655863,jura
1350.6,0.09455744914788357,jura
1350.7,0.09510720175920846,jura
1350.7,0.09565695437053336,jura
1350.7,0.09620670698185828,jura
1350.7,0.0967564595931832,jura
1350.7,0.0973062122045081,jura
1350.7,0.09785596481583303,jura
1350.7,0.09840571742715792,jura
1350.7,0.09895547003848283,jura
1350.8,0.09950522264980773,jura
1350.8,0.10005497526113263,jura
1350.8,0.10060472787245754,jura
1350.8,0.10115448048378244,jura
1350.9,0.10170423309510736,jura
1350.9,0.10225398570643228,jura
1350.9,0.10280373831775716,jura
1351.0,0.10335349092908208,jura
1351.0,0.10390324354040699,jura
1351.0,0.1044529961517319,jura
1351.1,0.1050027487630568,jura
1351.1,0.10555250137438173,jura
1351.1,0.10610225398570662,jura
1351.1,0.10665200659703153,jura
1351.2,0.10720175920835644,jura
1351.2,0.10775151181968133,jura
1351.2,0.10830126443100624,jura
1351.2,0.10885101704233116,jura
1351.2,0.10940076965365607,jura
1351.2,0.10995052226498098,jura
1351.2,0.11050027487630587,jura
1351.2,0.1110500274876308,jura
1351.2,0.1115997800989557,jura
1351.2,0.1121495327102806,jura
1351.2,0.11269928532160553,jura
1351.3,0.11324903793293042,jura
1351.3,0.11379879054425532,jura
1351.3,0.11434854315558025,jura
1351.4,0.11489829576690515,jura
1351.4,0.11544804837823006,jura
1351.4,0.11599780098955495,jura
1351.5,0.11654755360087987,jura
1351.5,0.11709730621220478,jura
1351.6,0.11764705882352967,jura
1351.6,0.1181968114348546,jura
1351.6,0.1187465640461795,jura
1351.7,0.1192963166575044,jura
1351.7,0.11984606926882932,jura
1351.7,0.12039582188015426,jura
1351.7,0.12094557449147915,jura
1351.8,0.12149532710280404,jura
1351.8,0.12204507971412895,jura
1351.8,0.12259483232545385,jura
1351.9,0.12314458493677875,jura
1351.9,0.12369433754810367,jura
1352.0,0.12424409015942856,jura
1352.0,0.12479384277075348,jura
1352.0,0.1253435953820784,jura
1352.0,0.1258933479934033,jura
1352.1,0.1264431006047282,jura
1352.1,0.12699285321605308,jura
1352.2,0.12754260582737798,jura
1352.2,0.12809235843870287,jura
1352.3,0.12864211105002776,jura
1352.3,0.12919186366135266,jura
1352.3,0.12974161627267755,jura
1352.4,0.13029136888400245,jura
1352.5,0.13084112149532734,jura
1352.5,0.13139087410665226,jura
1352.5,0.13194062671797713,jura
1352.6,0.13249037932930202,jura
1352.6,0.13304013194062692,jura
1352.7,0.1335898845519518,jura
1352.7,0.1341396371632767,jura
1352.8,0.1346893897746016,jura
1352.8,0.1352391423859265,jura
1352.8,0.1357888949972514,jura
1352.8,0.13633864760857628,jura
1352.8,0.13688840021990115,jura
1352.8,0.13743815283122607,jura
1352.8,0.13798790544255096,jura
1352.8,0.13853765805387586,jura
1352.9,0.13908741066520075,jura
1352.9,0.13963716327652564,jura
1352.9,0.14018691588785054,jura
1352.9,0.14073666849917546,jura
1352.9,0.14128642111050033,jura
1352.9,0.14183617372182522,jura
1352.9,0.14238592633315011,jura
1352.9,0.142935678944475,jura
1352.9,0.1434854315557999,jura
1352.9,0.1440351841671248,jura
